Metrics;LoadPoint;Bandwidth;src;dest;;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10;;
blocking probabilities per pair;1;all;10;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair;1;all;10;13; ;0;0;0.001865672;0.005597015;0.001757469;0.001828154;0;0;0.001834862;0;;
blocking probabilities per pair;1;all;2;4; ;0.052631579;0.031195841;0.037168142;0.026365348;0.027272727;0.031307551;0.027777778;0.025225225;0.030088496;0.025684932;;
blocking probabilities per pair;1;all;14;5; ;0;0.00174216;0;0.005199307;0.001865672;0.003703704;0.001834862;0.001798561;0.001650165;0;;
blocking probabilities per pair;1;all;2;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair;1;all;5;14; ;0;0.003603604;0;0;0;0.001805054;0;0;0;0.001818182;;
blocking probabilities per pair;1;all;7;6; ;0.001901141;0;0.001834862;0;0;0.001736111;0;0.001901141;0;0;;
blocking probabilities per pair;1;all;1;4; ;0.066413662;0.089866157;0.086666667;0.090405904;0.081712062;0.067857143;0.098245614;0.09430605;0.072332731;0.071174377;;
blocking probabilities per pair;1;all;2;5; ;0.020676692;0.027586207;0.02003643;0.017985612;0.018621974;0.039655172;0.024761905;0.031509121;0.016666667;0.017793594;;
blocking probabilities per pair;1;all;5;3; ;0.001795332;0.001831502;0.007194245;0.00528169;0.001897533;0;0;0.001869159;0.001818182;0.003448276;;
blocking probabilities per pair;1;all;6;3; ;0.01048951;0.008591065;0.016420361;0.007067138;0.01188455;0.007272727;0.020979021;0.01618705;0.009140768;0.014010508;;
blocking probabilities per pair;1;all;6;13; ;0.001872659;0;0.001904762;0.001697793;0.005347594;0;0;0;0.001785714;0;;
blocking probabilities per pair;1;all;14;2; ;0;0.001838235;0;0;0;0;0.001845018;0;0.001824818;0;;
blocking probabilities per pair;1;all;1;12; ;0.003514938;0.001883239;0.001862197;0.005415162;0.003724395;0.003853565;0.003597122;0.005847953;0.003407155;0;;
blocking probabilities per pair;1;all;14;10; ;0.001834862;0;0.001934236;0;0.001697793;0.003690037;0.00676819;0;0.003490401;0;;
blocking probabilities per pair;1;all;8;13; ;0;0;0.003577818;0.003649635;0.00907441;0.005199307;0.001733102;0;0.005576208;0.001727116;;
blocking probabilities per pair;1;all;11;3; ;0;0;0;0;0.001834862;0.001779359;0;0.001930502;0.003929273;0;;
blocking probabilities per pair;2;all;8;14; ;0.003656307;0.003521127;0.003521127;0.009615385;0.005405405;0.005385996;0.007366483;0.003676471;0.010771993;0.012259194;;
blocking probabilities per pair;2;all;13;12; ;0;0.005119454;0.001805054;0.001818182;0.001795332;0.001769912;0.001814882;0;0;0;;
blocking probabilities per pair;2;all;2;13; ;0.001831502;0;0.00174216;0.001801802;0;0;0.001879699;0.001912046;0.001851852;0;;
blocking probabilities per pair;2;all;13;4; ;0;0.003913894;0.001956947;0.003824092;0;0;0;0.001945525;0.003527337;0;;
blocking probabilities per pair;2;all;6;7; ;0.009615385;0.003508772;0.003508772;0.006872852;0.005504587;0.005565863;0.001858736;0.003816794;0.003514938;0.005128205;;
blocking probabilities per pair;2;all;11;7; ;0.003539823;0.016917293;0.003960396;0.00528169;0.003514938;0.008992806;0.008818342;0.011173184;0.009057971;0;;
blocking probabilities per pair;2;all;6;14; ;0;0;0.003478261;0.001805054;0.001715266;0;0;0.001876173;0.001818182;0;;
blocking probabilities per pair;2;all;8;1; ;0.007352941;0.003724395;0.020072993;0.011111111;0.011299435;0.011744966;0.008665511;0.006932409;0.02003643;0.02417962;;
blocking probabilities per pair;2;all;11;2; ;0.001818182;0;0;0;0;0;0.001763668;0;0.001782531;0;;
blocking probabilities per pair;2;all;10;14; ;0.003984064;0.009140768;0.005825243;0.003590664;0.001751313;0.003787879;0.005050505;0.003669725;0.001769912;0.001893939;;
blocking probabilities per pair;2;all;7;9; ;0.007054674;0.007905138;0.005617978;0.003590664;0.003731343;0.005736138;0.001855288;0.001821494;0.007092199;0;;
blocking probabilities per pair;2;all;4;7; ;0.003577818;0.007352941;0.007393715;0.003407155;0.003773585;0.008635579;0.010989011;0.008389262;0.003787879;0.013084112;;
blocking probabilities per pair;2;all;8;11; ;0.010733453;0.005319149;0;0.005545287;0.005338078;0.003766478;0.016513761;0.003460208;0.007619048;0.005464481;;
blocking probabilities per pair;2;all;12;9; ;0.003616637;0.001848429;0.001736111;0.005263158;0;0;0.001945525;0.003514938;0.003642987;0.001788909;;
blocking probabilities per pair;2;all;12;5; ;0.005226481;0.007029877;0.001831502;0.005190311;0;0.009310987;0.005545287;0.005454545;0.00742115;0.004;;
blocking probabilities per pair;2;all;5;9; ;0.005272408;0.007117438;0.005725191;0.010309278;0.003558719;0.001851852;0.007104796;0;0;0.003407155;;
blocking probabilities per pair;2;all;13;9; ;0;0.001754386;0.001636661;0.003565062;0;0.001834862;0.005725191;0;0.00177305;0.001814882;;
blocking probabilities per pair;2;all;9;5; ;0.001831502;0.009933775;0.012068966;0.013157895;0.005395683;0.008818342;0.003418803;0.009310987;0.005494505;0.005395683;;
blocking probabilities per pair;2;all;8;3; ;0.007393715;0.011278195;0.005769231;0.010582011;0.00862069;0.010657194;0.00209205;0.010067114;0.009615385;0.008849558;;
blocking probabilities per pair;2;all;9;2; ;0.001683502;0.002016129;0.008833922;0.005235602;0;0.005555556;0.003527337;0.005154639;0.001788909;0;;
blocking probabilities per pair;2;all;4;3; ;0.011627907;0.021505376;0.008097166;0.014760148;0.016304348;0.016216216;0.012259194;0.017374517;0.022807018;0.020522388;;
blocking probabilities per pair;2;all;11;13; ;0;0;0;0;0;0;0.001862197;0.001893939;0;0;;
blocking probabilities per pair;2;all;5;7; ;0.007067138;0.01188455;0.003731343;0.010657194;0.018726592;0.009469697;0.009107468;0.008741259;0.005905512;0.010084034;;
blocking probabilities per pair;2;all;5;11; ;0.001785714;0.001808318;0.001672241;0.007017544;0.00733945;0.001683502;0.008680556;0.001886792;0;0.007393715;;
blocking probabilities per pair;2;all;13;7; ;0.009191176;0.001949318;0.005434783;0.005494505;0.015570934;0.005586592;0.005747126;0.009140768;0.003521127;0.001872659;;
blocking probabilities per pair;2;all;11;4; ;0.001824818;0;0;0;0;0;0;0;0;0.001923077;;
blocking probabilities per pair;2;all;12;7; ;0.003875969;0.005494505;0.005208333;0.005172414;0.003738318;0.008726003;0.007259528;0.005725191;0.005464481;0.001763668;;
blocking probabilities per pair;2;all;3;13; ;0.003663004;0.003663004;0.005395683;0.003565062;0.003766478;0.001712329;0.003766478;0.006872852;0;0.005309735;;
blocking probabilities per pair;2;all;14;11; ;0;0.003883495;0.005597015;0.001769912;0;0;0;0.001754386;0;0.001694915;;
blocking probabilities per pair;2;all;7;5; ;0.010380623;0.014466546;0.005836576;0.017421603;0.010968921;0.005780347;0.005617978;0.010676157;0.001727116;0.003780718;;
blocking probabilities per pair;2;all;14;6; ;0.001855288;0;0.003552398;0;0;0;0;0.001677852;0;0.001808318;;
blocking probabilities per pair;2;all;12;4; ;0.003533569;0;0.003508772;0;0;0.001831502;0.003759398;0;0;0.001848429;;
blocking probabilities per pair;2;all;13;14; ;0.003623188;0.001949318;0.001724138;0.001697793;0.001915709;0;0;0;0;0;;
blocking probabilities per pair;2;all;9;4; ;0.003539823;0.001779359;0;0.010771993;0.003663004;0.003533569;0.012302285;0.003913894;0.007142857;0.011824324;;
blocking probabilities per pair;2;all;13;1; ;0.011428571;0.005084746;0.003502627;0.00750469;0;0.006048387;0.005703422;0.014466546;0.007079646;0.006908463;;
blocking probabilities per pair;2;all;2;1; ;0.003690037;0.005300353;0.003676471;0.003710575;0.009259259;0.001814882;0.001769912;0.001782531;0.00729927;0.003514938;;
blocking probabilities per pair;2;all;10;9; ;0.001808318;0.009416196;0;0.001919386;0.003703704;0.003623188;0.001869159;0.005424955;0.003508772;0;;
blocking probabilities per pair;2;all;7;10; ;0.003724395;0.005649718;0.003773585;0.001727116;0.003773585;0.001760563;0;0.005136986;0.008488964;0.001964637;;
blocking probabilities per pair;2;all;9;3; ;0.003527337;0.003636364;0.001754386;0.005597015;0.001760563;0.001872659;0.008865248;0.003610108;0.001915709;0.003861004;;
blocking probabilities per pair;2;all;8;2; ;0.001730104;0.008928571;0.01559792;0.012939002;0.005504587;0.01048951;0.011009174;0.009983361;0.006734007;0.010928962;;
blocking probabilities per pair;2;all;2;8; ;0.019267823;0.005309735;0.022900763;0.022452504;0.005464481;0.007380074;0.019047619;0.017605634;0.005366726;0.007079646;;
blocking probabilities per pair;2;all;2;6; ;0.007079646;0.008960573;0.012280702;0.017182131;0.005145798;0.001763668;0.012152778;0.012477718;0.008849558;0.005464481;;
blocking probabilities per pair;2;all;4;10; ;0.013266998;0.007366483;0.004991681;0.008389262;0.003584229;0.00862069;0.002008032;0.011111111;0.004991681;0.006968641;;
blocking probabilities per pair;2;all;8;7; ;0.001677852;0.005300353;0.001776199;0.003539823;0;0;0.003327787;0.001851852;0.005597015;0.003683241;;
blocking probabilities per pair;2;all;3;12; ;0.005474453;0.003430532;0.003773585;0.013888889;0.003472222;0.010186757;0;0.003710575;0.006920415;0.001788909;;
blocking probabilities per pair;2;all;1;14; ;0.010221465;0.009345794;0.007434944;0.007042254;0.007130125;0.003816794;0.007155635;0;0.005366726;0.006802721;;
blocking probabilities per pair;2;all;8;4; ;0.001801802;0.003861004;0.008992806;0.008460237;0.006872852;0.008;0.005405405;0.007142857;0.009041591;0.012068966;;
blocking probabilities per pair;2;all;9;6; ;0.003610108;0.001872659;0.008726003;0.001769912;0;0.001712329;0.003577818;0.003514938;0.008547009;0.003418803;;
blocking probabilities per pair;2;all;6;1; ;0.003527337;0.005235602;0.008960573;0.003571429;0.005309735;0.001834862;0;0.003868472;0.005181347;0.005102041;;
blocking probabilities per pair;2;all;2;10; ;0.010398614;0.003676471;0;0.010600707;0.003527337;0.005319149;0.003696858;0.005681818;0.005405405;0.005050505;;
blocking probabilities per pair;2;all;5;10; ;0.003921569;0.003696858;0.003921569;0.001692047;0.005976096;0;0.005226481;0.003558719;0.001785714;0.003676471;;
blocking probabilities per pair;2;all;12;13; ;0.003577818;0;0;0;0.001694915;0;0.006932409;0.001824818;0;0.001779359;;
blocking probabilities per pair;2;all;12;3; ;0.003629764;0.005016722;0;0.007366483;0.001805054;0.00681431;0.003430532;0.001897533;0.001841621;0;;
blocking probabilities per pair;2;all;8;5; ;0.00744879;0.005319149;0;0.00907441;0;0.006932409;0.00170068;0.006908463;0.007285974;0.010889292;;
blocking probabilities per pair;2;all;11;14; ;0.001841621;0.003460208;0.001745201;0.001650165;0;0;0.003322259;0;0.003676471;0.003623188;;
blocking probabilities per pair;2;all;1;9; ;0.009025271;0.007518797;0.00907441;0.001862197;0.013182674;0.003565062;0.005524862;0.005434783;0.012915129;0.009328358;;
blocking probabilities per pair;2;all;6;12; ;0.00170068;0.001760563;0.001763668;0.001831502;0;0.001834862;0.001694915;0;0.003418803;0.001834862;;
blocking probabilities per pair;2;all;3;9; ;0.003629764;0.003669725;0.005016722;0.010291595;0.006993007;0;0.005217391;0.007092199;0.009009009;0.005272408;;
blocking probabilities per pair;2;all;11;6; ;0.005154639;0.001706485;0.001821494;0.006861063;0.001760563;0;0.003717472;0;0.007677543;0;;
blocking probabilities per pair;2;all;10;7; ;0;0.001834862;0.001814882;0.001838235;0;0;0;0.003724395;0;0.005514706;;
blocking probabilities per pair;2;all;9;1; ;0.001945525;0.00776699;0.008880995;0.005464481;0.009124088;0.011494253;0.010657194;0.010507881;0.005366726;0.007233273;;
blocking probabilities per pair;2;all;12;2; ;0.001876173;0;0.003663004;0.00177305;0;0;0;0.001811594;0;0;;
blocking probabilities per pair;2;all;2;12; ;0.003710575;0.007142857;0.001697793;0.007220217;0.001872659;0.001798561;0.001865672;0.001912046;0.003571429;0.003527337;;
blocking probabilities per pair;2;all;1;5; ;0.005199307;0.003384095;0.003466205;0;0.006872852;0.003514938;0.007797271;0.001776199;0.00750469;0;;
blocking probabilities per pair;2;all;3;4; ;0.007575758;0.006932409;0.010471204;0.013888889;0.014705882;0.016981132;0.025440313;0.036630037;0.019031142;0.010909091;;
blocking probabilities per pair;2;all;9;11; ;0.003472222;0.001715266;0.007104796;0.003623188;0.003952569;0.00660066;0.001766784;0.001652893;0.001851852;0.005376344;;
blocking probabilities per pair;2;all;10;12; ;0.003448276;0.008710801;0;0.007366483;0.003610108;0;0.008741259;0.005484461;0.001821494;0.007005254;;
blocking probabilities per pair;2;all;3;11; ;0.003683241;0.001788909;0.003816794;0;0.003992016;0.003472222;0;0.003898635;0.003460208;0.003472222;;
blocking probabilities per pair;2;all;4;6; ;0.005484461;0.003350084;0.003460208;0.005555556;0.003809524;0.005347594;0.003669725;0.001751313;0.003539823;0.005376344;;
blocking probabilities per pair;2;all;5;13; ;0.003861004;0.005847953;0.003636364;0.007054674;0;0.008156607;0.004893964;0.001872659;0.010344828;0.003407155;;
blocking probabilities per pair;2;all;14;1; ;0.009041591;0.008726003;0.00170068;0.005263158;0.003773585;0.005576208;0.005263158;0.008665511;0.007736944;0.005444646;;
blocking probabilities per pair;2;all;14;7; ;0.010507881;0.012962963;0.005576208;0.007352941;0.005405405;0.010380623;0.009140768;0.001709402;0.007272727;0.007117438;;
blocking probabilities per pair;2;all;1;8; ;0.010016694;0.017094017;0.013108614;0.013888889;0.019011407;0.012987013;0.006884682;0.015267176;0.010309278;0.01509434;;
blocking probabilities per pair;2;all;12;11; ;0.001715266;0.001872659;0;0;0;0;0;0.00525394;0;0.001831502;;
blocking probabilities per pair;2;all;5;6; ;0.009025271;0;0.001709402;0.006825939;0.003724395;0;0.003745318;0;0;0.005181347;;
blocking probabilities per pair;2;all;12;14; ;0.001795332;0;0;0;0;0;0;0;0.001788909;0;;
blocking probabilities per pair;2;all;10;3; ;0.005464481;0.001792115;0.012259194;0.008818342;0.005671078;0.005385996;0.005395683;0.001760563;0.003590664;0.008361204;;
blocking probabilities per pair;2;all;11;10; ;0.001785714;0.003710575;0;0.006837607;0.00174216;0.007352941;0.005328597;0.003703704;0.011494253;0;;
blocking probabilities per pair;2;all;5;8; ;0.015122873;0.004966887;0.010434783;0.00754717;0.012173913;0.001912046;0.00877193;0.007054674;0.007042254;0.016014235;;
blocking probabilities per pair;2;all;10;4; ;0.001718213;0.007092199;0.007207207;0.00173913;0.003267974;0.003539823;0.010152284;0.003623188;0.003642987;0.003616637;;
blocking probabilities per pair;2;all;4;1; ;0.084935897;0.068139963;0.072635135;0.087272727;0.09137931;0.094202899;0.078899083;0.080843585;0.074681239;0.074141049;;
blocking probabilities per pair;2;all;11;8; ;0.005154639;0.009487666;0.010638298;0.007285974;0.003669725;0.007518797;0.008802817;0.007246377;0.014084507;0.003731343;;
blocking probabilities per pair;2;all;13;2; ;0;0.001727116;0.001715266;0.001666667;0;0;0;0.001848429;0;0.003533569;;
blocking probabilities per pair;2;all;7;14; ;0.008833922;0.007017544;0.010889292;0.006884682;0;0.005136986;0.005272408;0.005376344;0.008741259;0.009398496;;
blocking probabilities per pair;2;all;11;5; ;0.001811594;0.005725191;0.001855288;0.009242144;0.003565062;0.001766784;0.001831502;0.007366483;0.003478261;0.001751313;;
blocking probabilities per pair;2;all;1;7; ;0.135135135;0.11627907;0.148080439;0.144112478;0.13464991;0.162210339;0.125693161;0.16036036;0.124293785;0.134020619;;
blocking probabilities per pair;2;all;4;2; ;0.013986014;0.020109689;0.026415094;0.018484288;0.021621622;0.03125;0.022452504;0.022099448;0.014519056;0.025225225;;
blocking probabilities per pair;2;all;4;5; ;0.005545287;0.012131716;0.007736944;0.003853565;0.005825243;0.005555556;0.006837607;0.005016722;0.003436426;0.003795066;;
blocking probabilities per pair;2;all;13;10; ;0;0.005649718;0.001848429;0.001745201;0.003629764;0.007079646;0.006837607;0.003787879;0.007561437;0;;
blocking probabilities per pair;2;all;1;6; ;0.005199307;0.005976096;0.015037594;0;0.003663004;0.003496503;0.007042254;0.001831502;0.014571949;0.005405405;;
blocking probabilities per pair;2;all;9;12; ;0.001941748;0.001675042;0.003838772;0.00750469;0.001838235;0;0.00525394;0.001709402;0.00174216;0.003703704;;
blocking probabilities per pair;2;all;13;11; ;0;0;0.001904762;0;0.001795332;0;0;0;0;0;;
blocking probabilities per pair;2;all;5;4; ;0.015490534;0.010676157;0.003636364;0.003759398;0.009920635;0.008849558;0.005181347;0.005424955;0.008650519;0;;
blocking probabilities per pair;2;all;6;8; ;0.00174216;0.001814882;0.003676471;0.010416667;0.001782531;0.003766478;0.001883239;0.007142857;0;0.008445946;;
blocking probabilities per pair;2;all;6;9; ;0.001689189;0.003787879;0;0.00750469;0.003690037;0.001763668;0;0;0.003738318;0.001757469;;
blocking probabilities per pair;2;all;1;2; ;0.007067138;0.007246377;0.001886792;0.005272408;0.00877193;0.006908463;0.003663004;0.003442341;0.005067568;0.001901141;;
blocking probabilities per pair;2;all;5;1; ;0.003466205;0.003752345;0.007662835;0.007092199;0.001779359;0.005067568;0.006884682;0.009933775;0.003460208;0.009823183;;
blocking probabilities per pair;2;all;13;5; ;0.003395586;0.001680672;0.003809524;0.005484461;0.007092199;0.008880995;0.003696858;0.003616637;0.005357143;0.005524862;;
blocking probabilities per pair;2;all;12;1; ;0.008431703;0.005555556;0.010434783;0.008976661;0.00170068;0.005163511;0.00661157;0.008865248;0.010968921;0.003546099;;
blocking probabilities per pair;2;all;2;14; ;0.00330033;0.001788909;0;0.004008016;0;0;0.003738318;0.001782531;0.00172117;0.001672241;;
blocking probabilities per pair;2;all;9;8; ;0.008417508;0.006722689;0.005338078;0.00729927;0.006072874;0.00173913;0.003407155;0.003558719;0.00907441;0;;
blocking probabilities per pair;2;all;11;1; ;0.005545287;0.005163511;0.006756757;0;0;0.001828154;0.008710801;0.001733102;0.003690037;0.014109347;;
blocking probabilities per pair;2;all;3;8; ;0.00744879;0.01584507;0.011406844;0.015761821;0.00676819;0.001769912;0.011650485;0.010771993;0.018867925;0.008976661;;
blocking probabilities per pair;2;all;4;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair;2;all;8;10; ;0.001763668;0.003521127;0.014925373;0.006734007;0.003846154;0.005208333;0.003442341;0.005172414;0.00733945;0.001782531;;
blocking probabilities per pair;2;all;1;11; ;0.00907441;0.003683241;0.004761905;0.008445946;0.001785714;0.001879699;0.003412969;0;0.00929368;0.006980803;;
blocking probabilities per pair;2;all;14;12; ;0;0;0;0;0;0;0;0;0;0.001834862;;
blocking probabilities per pair;2;all;6;5; ;0.002079002;0;0.001811594;0;0.001785714;0.003795066;0;0.001766784;0.001751313;0.003669725;;
blocking probabilities per pair;2;all;13;6; ;0.001769912;0.001897533;0;0.001876173;0.00174216;0;0.001776199;0.003502627;0.003690037;0.003590664;;
blocking probabilities per pair;2;all;8;9; ;0.003766478;0.007352941;0.005747126;0.007194245;0.001912046;0.007692308;0.003502627;0.003442341;0.005395683;0.005172414;;
blocking probabilities per pair;2;all;5;2; ;0.022375215;0.033333333;0.040069686;0.03992016;0.04020979;0.031189084;0.014571949;0.014897579;0.021543986;0.017793594;;
